match_no,date,venue,batting_team,bowling_team,innings,Over_No,over,striker,bowler,runs_of_bat,extras,wide,legbyes,byes,noballs,Total_Runs,wicket_type,player_dismissed,fielder
19,9-Jun-24,"Nassau County International Cricket Stadium, New York",IND,PAK,1,1,0.1,Rohit,Shaheen Afridi,2,0,0,0,0,0,2,,,
19,9-Jun-24,"Nassau County International Cricket Stadium, New York",IND,PAK,1,1,0.2,Rohit,Shaheen Afridi,0,0,0,0,0,0,0,,,
19,9-Jun-24,"Nassau County International Cricket Stadium, New York",IND,PAK,1,1,0.3,Rohit,Shaheen Afridi,6,0,0,0,0,0,6,,,
19,9-Jun-24,"Nassau County International Cricket Stadium, New York",IND,PAK,1,1,0.4,Rohit,Shaheen Afridi,0,0,0,0,0,0,0,,,
19,9-Jun-24,"Nassau County International Cricket Stadium, New York",IND,PAK,1,1,0.5,Rohit,Shaheen Afridi,0,0,0,0,0,0,0,,,
19,9-Jun-24,"Nassau County International Cricket Stadium, New York",IND,PAK,1,1,0.6,Rohit,Shaheen Afridi,0,0,0,0,0,0,0,,,
19,9-Jun-24,"Nassau County International Cricket Stadium, New York",IND,PAK,1,2,1.1,Kohli,Naseem Shah,4,0,0,0,0,0,4,,,
19,9-Jun-24,"Nassau County International Cricket Stadium, New York",IND,PAK,1,2,1.2,Kohli,Naseem Shah,0,0,0,0,0,0,0,,,
19,9-Jun-24,"Nassau County International Cricket Stadium, New York",IND,PAK,1,2,1.3,Kohli,Naseem Shah,0,0,0,0,0,0,0,caught,Kohli,Usman Khan
19,9-Jun-24,"Nassau County International Cricket Stadium, New York",IND,PAK,1,2,1.4,Pant,Naseem Shah,0,0,0,0,0,0,0,,,
19,9-Jun-24,"Nassau County International Cricket Stadium, New York",IND,PAK,1,2,1.5,Pant,Naseem Shah,0,2,1,0,0,0,3,,,
19,9-Jun-24,"Nassau County International Cricket Stadium, New York",IND,PAK,1,2,1.5,Rohit,Naseem Shah,4,0,0,0,0,0,4,,,
19,9-Jun-24,"Nassau County International Cricket Stadium, New York",IND,PAK,1,2,1.6,Rohit,Naseem Shah,1,0,0,0,0,0,1,,,
19,9-Jun-24,"Nassau County International Cricket Stadium, New York",IND,PAK,1,3,2.1,Rohit,Shaheen Afridi,0,0,0,0,0,0,0,,,
19,9-Jun-24,"Nassau County International Cricket Stadium, New York",IND,PAK,1,3,2.2,Rohit,Shaheen Afridi,0,0,0,0,0,0,0,,,
19,9-Jun-24,"Nassau County International Cricket Stadium, New York",IND,PAK,1,3,2.3,Rohit,Shaheen Afridi,0,0,0,0,0,0,0,,,
19,9-Jun-24,"Nassau County International Cricket Stadium, New York",IND,PAK,1,3,2.4,Rohit,Shaheen Afridi,0,0,0,0,0,0,0,caught,Rohit,Haris Rauf
19,9-Jun-24,"Nassau County International Cricket Stadium, New York",IND,PAK,1,3,2.5,Axar,Shaheen Afridi,0,1,1,0,0,0,2,,,
19,9-Jun-24,"Nassau County International Cricket Stadium, New York",IND,PAK,1,3,2.5,Axar,Shaheen Afridi,0,0,0,0,0,0,0,,,
19,9-Jun-24,"Nassau County International Cricket Stadium, New York",IND,PAK,1,3,2.6,Axar,Shaheen Afridi,0,0,0,0,0,0,0,,,
19,9-Jun-24,"Nassau County International Cricket Stadium, New York",IND,PAK,1,4,3.1,Pant,Amir,0,0,0,0,0,0,0,,,
19,9-Jun-24,"Nassau County International Cricket Stadium, New York",IND,PAK,1,4,3.2,Pant,Amir,3,0,0,0,0,0,3,,,
19,9-Jun-24,"Nassau County International Cricket Stadium, New York",IND,PAK,1,4,3.3,Axar,Amir,0,0,0,0,0,0,0,,,
19,9-Jun-24,"Nassau County International Cricket Stadium, New York",IND,PAK,1,4,3.4,Axar,Amir,0,0,0,0,0,0,0,,,
19,9-Jun-24,"Nassau County International Cricket Stadium, New York",IND,PAK,1,4,3.5,Axar,Amir,0,0,0,0,0,0,0,,,
19,9-Jun-24,"Nassau County International Cricket Stadium, New York",IND,PAK,1,4,3.6,Axar,Amir,1,0,0,0,0,0,1,,,
19,9-Jun-24,"Nassau County International Cricket Stadium, New York",IND,PAK,1,5,4.1,Axar,Shaheen Afridi,4,0,0,0,0,0,4,,,
19,9-Jun-24,"Nassau County International Cricket Stadium, New York",IND,PAK,1,5,4.2,Axar,Shaheen Afridi,6,0,0,0,0,0,6,,,
19,9-Jun-24,"Nassau County International Cricket Stadium, New York",IND,PAK,1,5,4.3,Axar,Shaheen Afridi,1,0,0,0,0,0,1,,,
19,9-Jun-24,"Nassau County International Cricket Stadium, New York",IND,PAK,1,5,4.4,Pant,Shaheen Afridi,0,0,0,0,0,0,0,,,
19,9-Jun-24,"Nassau County International Cricket Stadium, New York",IND,PAK,1,5,4.5,Pant,Shaheen Afridi,1,0,0,0,0,0,1,,,
19,9-Jun-24,"Nassau County International Cricket Stadium, New York",IND,PAK,1,5,4.6,Axar,Shaheen Afridi,2,0,0,0,0,0,2,,,
19,9-Jun-24,"Nassau County International Cricket Stadium, New York",IND,PAK,1,6,5.1,Pant,Amir,4,0,0,0,0,0,4,,,
19,9-Jun-24,"Nassau County International Cricket Stadium, New York",IND,PAK,1,6,5.2,Pant,Amir,3,0,0,0,0,0,3,,,
19,9-Jun-24,"Nassau County International Cricket Stadium, New York",IND,PAK,1,6,5.3,Axar,Amir,0,0,0,0,0,0,0,,,
19,9-Jun-24,"Nassau County International Cricket Stadium, New York",IND,PAK,1,6,5.4,Axar,Amir,1,0,0,0,0,0,1,,,
19,9-Jun-24,"Nassau County International Cricket Stadium, New York",IND,PAK,1,6,5.5,Pant,Amir,4,0,0,0,0,0,4,,,
19,9-Jun-24,"Nassau County International Cricket Stadium, New York",IND,PAK,1,6,5.6,Pant,Amir,0,0,0,0,0,0,0,,,
19,9-Jun-24,"Nassau County International Cricket Stadium, New York",IND,PAK,1,7,6.1,Axar,Iftikhar Ahmed,0,0,0,0,0,0,0,,,
19,9-Jun-24,"Nassau County International Cricket Stadium, New York",IND,PAK,1,7,6.2,Axar,Iftikhar Ahmed,1,0,0,0,0,0,1,,,
19,9-Jun-24,"Nassau County International Cricket Stadium, New York",IND,PAK,1,7,6.3,Pant,Iftikhar Ahmed,0,0,0,0,0,0,0,,,
19,9-Jun-24,"Nassau County International Cricket Stadium, New York",IND,PAK,1,7,6.4,Pant,Iftikhar Ahmed,0,0,0,0,0,0,0,,,
19,9-Jun-24,"Nassau County International Cricket Stadium, New York",IND,PAK,1,7,6.5,Pant,Iftikhar Ahmed,0,1,1,0,0,0,2,,,
19,9-Jun-24,"Nassau County International Cricket Stadium, New York",IND,PAK,1,7,6.5,Pant,Iftikhar Ahmed,1,0,0,0,0,0,1,,,
19,9-Jun-24,"Nassau County International Cricket Stadium, New York",IND,PAK,1,7,6.6,Axar,Iftikhar Ahmed,4,0,0,0,0,0,4,,,
19,9-Jun-24,"Nassau County International Cricket Stadium, New York",IND,PAK,1,8,7.1,Pant,Naseem Shah,1,0,0,0,0,0,1,,,
19,9-Jun-24,"Nassau County International Cricket Stadium, New York",IND,PAK,1,8,7.2,Axar,Naseem Shah,0,0,0,0,0,0,0,,,
19,9-Jun-24,"Nassau County International Cricket Stadium, New York",IND,PAK,1,8,7.3,Axar,Naseem Shah,0,0,0,0,0,0,0,,,
19,9-Jun-24,"Nassau County International Cricket Stadium, New York",IND,PAK,1,8,7.4,Axar,Naseem Shah,0,0,0,0,0,0,0,bowled,Axar,
19,9-Jun-24,"Nassau County International Cricket Stadium, New York",IND,PAK,1,8,7.5,Suryakumar Yadav,Naseem Shah,0,0,0,0,0,0,0,,,
19,9-Jun-24,"Nassau County International Cricket Stadium, New York",IND,PAK,1,8,7.6,Suryakumar Yadav,Naseem Shah,4,0,0,0,0,0,4,,,
19,9-Jun-24,"Nassau County International Cricket Stadium, New York",IND,PAK,1,9,8.1,Pant,Imad Wasim,0,1,1,0,0,0,2,,,
19,9-Jun-24,"Nassau County International Cricket Stadium, New York",IND,PAK,1,9,8.1,Pant,Imad Wasim,1,0,0,0,0,0,1,,,
19,9-Jun-24,"Nassau County International Cricket Stadium, New York",IND,PAK,1,9,8.2,Suryakumar Yadav,Imad Wasim,1,0,0,0,0,0,1,,,
19,9-Jun-24,"Nassau County International Cricket Stadium, New York",IND,PAK,1,9,8.3,Pant,Imad Wasim,0,0,0,0,0,0,0,,,
19,9-Jun-24,"Nassau County International Cricket Stadium, New York",IND,PAK,1,9,8.4,Pant,Imad Wasim,0,0,0,0,0,0,0,,,
19,9-Jun-24,"Nassau County International Cricket Stadium, New York",IND,PAK,1,9,8.5,Pant,Imad Wasim,2,0,0,0,0,0,2,,,
